"chr","gene_id","gene_name","start","end","transcript","exon","cds"
"15","ENSG00000140320","BAHD1",40439721,40468236,4,22,18
"15","ENSG00000287704","",46410309,46661103,1,2,0
"15","ENSG00000244879","GABPB1-AS1",50354959,50372202,11,22,0
"15","ENSG00000283680","OR11K1P",22030900,22031846,1,1,0
"15","ENSG00000259388","",49794246,49796097,1,1,0
"15","ENSG00000259509","",46827526,46827958,1,1,0
"15","ENSG00000259674","",59406963,59408154,1,2,0
"15","ENSG00000185634","SHC4",48823741,48963919,6,45,38
"15","ENSG00000092531","SNAP23",42491233,42545356,23,121,76
"15","ENSG00000233041","PHGR1",40351033,40356434,2,6,3
"15","ENSG00000260444","",28564986,28565152,1,1,0
"15","ENSG00000261069","",25087661,25088896,1,1,0
"15","ENSG00000140299","BNIP2",59659146,59689534,13,82,47
"15","ENSG00000279628","",20658900,20664970,2,2,0
"15","ENSG00000259369","",55746639,55746767,1,1,0
"15","ENSG00000259572","LINC01491",47774219,47846266,15,94,0
"15","ENSG00000259463","",41011597,41013300,1,2,0
"15","ENSG00000280396","",34999902,35000270,1,1,0
"15","ENSG00000259326","",38502853,38504981,1,1,0
"15","ENSG00000259346","",65301922,65302311,1,1,0
"15","ENSG00000276772","",57553955,57555680,1,1,0
"15","ENSG00000259255","",46693288,46804844,1,2,0
"15","ENSG00000138613","APH1B",63276018,63309126,10,44,25
"15","ENSG00000259536","",40488041,40558019,2,7,0
"15","ENSG00000171877","FRMD5",43870761,44195271,12,132,89
"15","ENSG00000174442","ZWILCH",66504959,66550130,14,130,81
"15","ENSG00000285135","OR4Q1P",22044476,22045400,1,1,0
"15","ENSG00000151575","TEX9",56244009,56445997,9,59,44
"15","ENSG00000259336","",35099022,35169698,1,2,0
"15","ENSG00000137878","GCOM1",57591908,57714745,15,183,158
"15","ENSG00000137770","CTDSPL2",44427622,44529038,11,71,47
"15","ENSG00000270490","",66808404,66810560,1,1,0
"15","ENSG00000233932","CTXN2",48178122,48203758,4,9,4
"15","ENSG00000157456","CCNB2",59105126,59125045,5,29,23
"15","ENSG00000286877","",42749081,42749936,1,2,0
"15","ENSG00000273855","",40285468,40285909,1,1,0
"15","ENSG00000240934","",58200606,58201018,1,1,0
"15","ENSG00000259251","",62060503,62062434,2,3,0
"15","ENSG00000273674","",50839875,50908603,5,19,0
"15","ENSG00000183706","OR4N4",22094522,22095472,1,1,1
"15","ENSG00000261652","C15orf65",55408495,55418798,2,4,2
"15","ENSG00000232653","GOLGA8N",32593456,32607310,7,54,44
"15","ENSG00000259697","",62196066,62222911,3,10,0
"15","ENSG00000171989","LDHAL6B",59206843,59208588,1,1,1
"15","ENSG00000261561","",28346490,28346647,1,1,0
"15","ENSG00000138604","GLCE",69160584,69272217,4,13,6
"15","ENSG00000275636","",40078892,40079347,1,1,0
"15","ENSG00000103642","LACTB",63121833,63142061,4,16,13
"15","ENSG00000166200","COPS2",49106068,49155661,8,62,54
"15","ENSG00000270690","",65458574,65459534,1,2,0
"15","ENSG00000258628","RHPN2P1",20228620,20277503,1,13,0
"15","ENSG00000260773","",66314914,66331703,1,2,0
"15","ENSG00000261823","",56408483,56410186,1,2,0
"15","ENSG00000245719","",67834310,67838879,1,3,0
"15","ENSG00000137834","SMAD6",66702236,66782849,5,17,14
"15","ENSG00000284540","",47133495,47134122,2,2,0
"15","ENSG00000259364","",40453444,40454639,1,3,0
"15","ENSG00000137776","SLTM",58879050,58933679,26,179,93
"15","ENSG00000259261","IGHV4OR15-8",22184967,22185402,1,2,2
"15","ENSG00000250130","GAPDHP43",44354691,44355692,1,1,0
"15","ENSG00000138593","SECISBP2L",48988476,49046447,11,78,60
"15","ENSG00000274340","",62387327,62388875,1,1,0
"15","ENSG00000103657","HERC1",63608618,63833948,15,136,98
"15","ENSG00000259585","RBM17P4",35298249,35299440,1,1,0
"15","ENSG00000168907","PLA2G4F",42139034,42156636,7,76,45
"15","ENSG00000287020","",46317393,46351753,1,3,0
"15","ENSG00000137814","HAUS2",42548828,42569994,10,52,42
"15","ENSG00000259657","PIGHP1",59676757,59677321,1,1,0
"15","ENSG00000287439","",47956521,47988044,1,3,0
"15","ENSG00000259393","",58967046,58967808,1,1,0
"15","ENSG00000174446","SNAPC5",66490135,66497780,8,25,18
"15","ENSG00000243780","",59525422,59525881,1,1,0
"15","ENSG00000276141","WHAMMP3",22664359,22686213,4,25,0
"15","ENSG00000255346","NOX5",68930525,69062762,9,118,84
"15","ENSG00000280515","SALRNA2",70635249,70637314,1,1,0
"15","ENSG00000259477","",57979716,57980646,1,1,0
"15","ENSG00000243404","RPL35AP32",66446455,66446777,1,1,0
"15","ENSG00000188779","SKOR1",67819704,67834582,4,42,41
"15","ENSG00000129028","THAP10",70881342,70892433,2,6,6
"15","ENSG00000278769","",42724102,42724922,1,1,0
"15","ENSG00000259252","",70195638,70198509,1,3,0
"15","ENSG00000103647","CORO2B",68578993,68727806,3,36,34
"15","ENSG00000259498","TPM1-AS",63046034,63049387,2,3,0
"15","ENSG00000259309","",69820756,69835111,2,8,0
"15","ENSG00000241839","PLEKHO2",64841883,64868002,2,11,11
"15","ENSG00000259715","",50359450,50360194,1,2,0
"15","ENSG00000198535","C2CD4A",62066977,62070917,1,2,1
"15","ENSG00000171956","FOXB1",60004234,60061730,3,8,1
"15","ENSG00000128944","KNSTRN",40382721,40394246,16,105,60
"15","ENSG00000277144","",59115547,59116089,1,1,0
"15","ENSG00000249240","",64841883,64930920,2,13,7
"15","ENSG00000259411","HNRNPA1P45",35400691,35401768,1,1,0
"15","ENSG00000258855","OR11J2P",20960675,20961581,1,1,0
"15","ENSG00000261318","DIS3L-AS1",66278498,66293357,1,2,0
"15","ENSG00000188501","LCTL",66547179,66565979,5,41,24
"15","ENSG00000259558","MESTP2",60053204,60054092,1,1,0
"15","ENSG00000259616","",61298791,61635449,1,5,0
"15","ENSG00000137880","GCHFR",40764068,40767708,6,15,14
"15","ENSG00000074410","CA12",63321378,63381846,6,38,30
"15","ENSG00000259673","IQCH-AS1",67290636,67521844,10,37,0
"15","ENSG00000215296","TMCO5B",33235552,33247621,6,28,0
"15","ENSG00000259217","",35774801,35774950,1,1,0
"15","ENSG00000259521","INO80-AS1",41016807,41027893,2,6,0
"15","ENSG00000270964","MAP2K5-DT",67541072,67542604,1,1,0
"15","ENSG00000157483","MYO1E",59132434,59372871,10,76,56
"15","ENSG00000259496","GEMIN8P1",69803316,69804046,1,1,0
"15","ENSG00000075131","TIPIN",66336191,66386746,6,35,25
"15","ENSG00000258484","SPESP1",68818221,68946811,3,6,2
"15","ENSG00000259335","HNRNPMP1",44447577,44449344,1,1,0
"15","ENSG00000259211","",40464193,40466726,1,3,0
"15","ENSG00000285919","",68880663,68928941,1,3,0
"15","ENSG00000259447","",39300418,39310782,2,5,0
"15","ENSG00000261801","LOXL1-AS1",73908071,73928248,13,44,0
"15","ENSG00000259470","KRT8P9",70858714,70860162,1,1,0
"15","ENSG00000212766","EWSAT1",69072926,69095820,8,29,0
"15","ENSG00000240874","",57555951,57556379,1,1,0
"15","ENSG00000260062","GOLGA2P11",62253730,62270680,3,21,0
"15","ENSG00000214013","GANC",42273233,42356935,13,93,55
"15","ENSG00000259452","",70791013,70791486,1,1,0
"15","ENSG00000259288","BUB1B-PAK6",40218500,40264890,1,6,5
"15","ENSG00000260392","",56542952,56629592,3,17,0
"15","ENSG00000277152","",66860303,66867023,1,1,0
"15","ENSG00000166128","RAB8B",63189560,63267776,5,40,23
"15","ENSG00000255529","POLR2M",57706695,57782762,9,31,16
"15","ENSG00000274995","",66740445,66741151,1,1,0
"15","ENSG00000259650","",73335260,73342387,2,7,0
"15","ENSG00000166233","ARIH1",72474330,72602987,10,47,26
"15","ENSG00000259232","",65475318,65475614,1,1,0
"15","ENSG00000288068","",68985795,68998679,1,3,0
"15","ENSG00000137841","PLCB2",40278176,40307935,15,170,109
"15","ENSG00000259238","",59688517,59689418,1,2,0
"15","ENSG00000137809","ITGA11",68296532,68432163,7,81,60
"15","ENSG00000261296","",62274163,62278365,2,4,0
"15","ENSG00000074696","HACD3",65530418,65578349,12,103,81
"15","ENSG00000261702","",67974391,67974625,1,1,0
"15","ENSG00000260172","LINC01413",57319138,57325039,2,9,0
"15","ENSG00000259307","PLCB2-AS1",40300670,40301820,1,2,0
"15","ENSG00000183324","REC114",73443164,73560013,2,11,11
"15","ENSG00000281183","NPTN-IT1",73567012,73569294,1,1,0
"15","ENSG00000259591","",60763593,60765625,3,6,0
"15","ENSG00000286696","",74429445,74431449,1,2,0
"15","ENSG00000273851","",69022230,69024176,1,1,0
"15","ENSG00000259410","",67832725,67873866,2,5,0
"15","ENSG00000259473","LINC02205",70503907,70505928,1,2,0
"15","ENSG00000251161","",40906811,40910337,2,5,0
"15","ENSG00000271232","CARS1P1",68749501,68750691,1,2,0
"15","ENSG00000167139","TBC1D21",73873564,73889214,3,31,31
"15","ENSG00000260109","",67985059,67986288,1,3,0
"15","ENSG00000156642","NPTN",73560014,73634134,10,59,42
"15","ENSG00000274297","",70758269,70758856,1,1,0
"15","ENSG00000178802","MPI",74890005,74902219,24,121,98
"15","ENSG00000261822","",42567031,42569994,2,4,0
"15","ENSG00000169018","FEM1B",68277745,68295862,4,8,6
"15","ENSG00000260037","",71818396,71823384,3,11,0
"15","ENSG00000285942","",42497395,42548786,1,9,5
"15","ENSG00000140464","PML",73994673,74047827,22,127,113
"15","ENSG00000171914","TLN2",62390526,62844631,11,182,131
"15","ENSG00000167178","ISLR2",74100311,74138540,12,40,11
"15","ENSG00000103599","IQCH",67254786,67502260,14,110,75
"15","ENSG00000285805","",55588666,55589811,1,2,0
"15","ENSG00000180304","OAZ2",64687573,64703281,9,37,18
"15","ENSG00000261775","",74489602,74516959,1,4,0
"15","ENSG00000261351","",66488658,66492109,1,2,0
"15","ENSG00000259499","",44387320,44390451,1,2,0
"15","ENSG00000281264","SALRNA3",70615547,70616567,1,1,0
"15","ENSG00000259265","",69037549,69043565,1,2,0
"15","ENSG00000166938","DIS3L",66293217,66333898,14,112,52
"15","ENSG00000259503","",70321576,70326742,1,2,0
"15","ENSG00000259471","LINC01169",66582190,66685794,1,5,0
"15","ENSG00000187720","THSD4",71096952,71783383,7,55,36
"15","ENSG00000174444","RPL4",66498015,66524532,17,89,28
"15","ENSG00000259223","",60073554,60118320,1,3,0
"15","ENSG00000259931","",75512770,75513040,1,1,0
"15","ENSG00000235420","RPL29P30",70796597,70802688,3,8,0
"15","ENSG00000178741","COX5A",74919791,74938083,6,25,20
"15","ENSG00000169410","PTPN9",75463251,75579315,6,40,30
"15","ENSG00000214702","COMMD4P2",74097106,74098414,1,5,0
"15","ENSG00000285863","",61861109,61894164,1,3,0
"15","ENSG00000261632","",71972206,72040265,1,5,0
"15","ENSG00000140481","CCDC33",74202705,74336472,12,89,64
"15","ENSG00000274937","",74374678,74375511,1,1,0
"15","ENSG00000259656","",49101791,49103264,1,2,0
"15","ENSG00000259222","",69080879,69099987,1,5,0
"15","ENSG00000245750","DRAIC",69462921,69843120,73,395,0
"15","ENSG00000248508","SRP14-AS1",40039242,40076539,8,33,0
"15","ENSG00000259286","",68833830,68834749,1,1,0
"15","ENSG00000104140","RHOV",40872214,40874234,1,3,3
"15","ENSG00000286770","",68483202,68487149,1,3,0
"15","ENSG00000137808","",68930504,69028889,1,4,0
"15","ENSG00000261779","",75211301,75212167,1,2,0
"15","ENSG00000260375","",62255686,62256421,1,3,0
"15","ENSG00000241890","RPL13P4",75388267,75388828,1,1,0
"15","ENSG00000128918","ALDH1A2",57953424,58497866,25,151,70
"15","ENSG00000067141","NEO1",73051710,73305205,11,158,138
"15","ENSG00000140382","HMG20A",77420412,77485607,12,57,34
"15","ENSG00000240821","RPL9P25",66379337,66379915,1,1,0
"15","ENSG00000261102","ATP5MFP6",66414933,66415198,1,1,0
"15","ENSG00000280309","",74299503,74304527,1,1,0
"15","ENSG00000260892","",75676227,75677162,1,2,0
"15","ENSG00000187812","",75775553,75786898,2,28,0
"15","ENSG00000182950","ODF3L1",75724041,75727688,1,4,4
"15","ENSG00000138629","UBL7",74445977,74461182,9,79,70
"15","ENSG00000259512","HNRNPA1P5",67627852,67629135,1,2,0
"15","ENSG00000140350","ANP32A",68778535,68820897,11,48,14
"15","ENSG00000261684","",42497394,42532840,2,6,0
"15","ENSG00000140505","CYP1A2",74748845,74756607,1,7,6
"15","ENSG00000140284","SLC27A2",50182196,50236385,4,33,27
"15","ENSG00000261813","",74976240,74976573,1,1,0
"15","ENSG00000140478","GOLGA6D",75282835,75295807,2,34,34
"15","ENSG00000259467","NDUFAF4P1",49156329,49156847,1,1,0
"15","ENSG00000136381","IREB2",78437431,78501453,10,80,46
"15","ENSG00000277749","",74311516,74319688,1,2,0
"15","ENSG00000189227","C15orf61",67521131,67530146,4,8,4
"15","ENSG00000138621","PPCDC",75023586,75117462,11,41,22
"15","ENSG00000259440","NPM1P43",73161779,73162928,1,2,0
"15","ENSG00000287741","",70556521,70562722,1,2,0
"15","ENSG00000129009","ISLR",74173710,74176872,4,8,4
"15","ENSG00000260266","PPIAP46",74350768,74364620,3,7,0
"15","ENSG00000259624","",70768011,70778868,1,2,0
"15","ENSG00000275645","",75346744,75347161,1,1,0
"15","ENSG00000260096","DNM1P33",74062780,74063785,1,2,0
"15","ENSG00000138622","HCN4",73319859,73368958,1,8,8
"15","ENSG00000278493","",41908204,41908714,1,1,0
"15","ENSG00000259790","ANP32BP1",75321397,75322693,2,2,0
"15","ENSG00000259221","",47359430,47396732,3,12,0
"15","ENSG00000179151","EDC3",74630558,74696292,19,86,50
"15","ENSG00000259595","",44402685,44427144,1,5,0
"15","ENSG00000137764","MAP2K5",67542703,67807117,12,143,99
"15","ENSG00000166839","ANKDD1A",64911902,64958691,10,86,64
"15","ENSG00000212664","",71341158,71341712,1,1,0
"15","ENSG00000138623","SEMA7A",74409289,74433958,4,43,37
"15","ENSG00000259405","ISCA1P4",40948736,40948869,1,1,0
"15","ENSG00000259237","LINC02490",53116365,53129698,1,3,0
"15","ENSG00000188089","PLA2G4E",41981582,42051190,3,34,20
"15","ENSG00000274798","",40874433,40874595,1,1,0
"15","ENSG00000259186","MRPS15P1",73483196,73483943,1,1,0
"15","ENSG00000259235","",48187121,48191691,3,11,0
"15","ENSG00000260799","KRT8P50",42800968,42802405,1,1,0
"15","ENSG00000259234","ANKRD34C-AS1",79141939,79283949,12,38,0
"15","ENSG00000230183","CNOT6LP1",56005715,56007176,1,1,0
"15","ENSG00000203392","",75678548,75680752,1,1,0
"15","ENSG00000259368","",40368925,40369640,1,2,0
"15","ENSG00000260689","HNRNPA3P11",57246960,57247893,1,1,0
"15","ENSG00000240366","RPL36AP45",75186651,75186968,1,1,0
"15","ENSG00000278202","",82418651,82434235,1,7,0
"15","ENSG00000274515","",75645020,75645442,1,1,0
"15","ENSG00000261205","NIFKP4",75251743,75252934,1,1,0
"15","ENSG00000259771","",59266720,59271162,1,2,0
"15","ENSG00000167195","GOLGA6C",75258599,75270199,1,18,18
"15","ENSG00000260576","EIF5A2P1",72041194,72041653,1,1,0
"15","ENSG00000270036","",76343642,76344365,1,1,0
"15","ENSG00000260586","",71332120,71352460,2,6,0
"15","ENSG00000140367","UBE2Q2",75843307,75901078,8,65,54
"15","ENSG00000259422","",76174891,76181486,1,3,0
"15","ENSG00000175746","C15orf54",39250684,39254845,2,4,0
"15","ENSG00000136378","ADAMTS7",78759206,78811464,5,63,24
"15","ENSG00000259600","",58151033,58152513,1,1,0
"15","ENSG00000282100","HSP90AB4P",58691106,58693125,1,2,0
"15","ENSG00000176753","C15orf56",40250664,40252969,2,3,0
"15","ENSG00000140465","CYP1A1",74719542,74725536,10,69,50
"15","ENSG00000260165","",75480661,75480836,1,1,0
"15","ENSG00000277718","LINC02255",74379083,74390535,1,3,0
"15","ENSG00000166104","",62227896,62253235,4,35,0
"15","ENSG00000260269","",75527150,75601205,4,15,0
"15","ENSG00000287543","",74040190,74043332,1,2,0
"15","ENSG00000041357","PSMA4",78540405,78552417,21,130,81
"15","ENSG00000259360","",47397501,47399554,1,2,0
"15","ENSG00000259691","FKBP1AP2",73143236,73143518,1,1,0
"15","ENSG00000140459","CYP11A1",74337759,74367646,10,50,33
"15","ENSG00000276524","",56887107,56888219,1,2,0
"15","ENSG00000259466","NPM1P47",62082450,62083305,1,1,0
"15","ENSG00000238166","",78752107,78753373,2,3,0
"15","ENSG00000273958","",60593027,60593460,1,1,0
"15","ENSG00000260357","DNM1P34",75299953,75302965,2,4,0
"15","ENSG00000213578","CPLX3",74826627,74831802,1,3,3
"15","ENSG00000284803","",82533175,82540008,1,4,0
"15","ENSG00000159289","GOLGA6A",74069857,74082550,4,27,18
"15","ENSG00000137868","STRA6",74179466,74212267,22,262,193
"15","ENSG00000140474","ULK3",74836118,74843346,24,230,70
"15","ENSG00000173546","CSPG4",75674322,75712848,1,10,10
"15","ENSG00000103966","EHD4",41895933,41972557,2,9,6
"15","ENSG00000167173","C15orf39",75195643,75212169,7,18,9
"15","ENSG00000274719","",57990217,57990636,1,1,0
"15","ENSG00000260274","",75368155,75369584,1,1,0
"15","ENSG00000167196","FBXO22",75903876,75942511,9,47,33
"15","ENSG00000278991","",77063397,77064910,1,1,0
"15","ENSG00000261384","",74303005,74304343,1,2,0
"15","ENSG00000259474","",78480057,78481820,1,2,0
"15","ENSG00000247240","UBL7-AS1",74461265,74513636,10,37,0
"15","ENSG00000166035","LIPC",58410569,58569844,7,52,35
"15","ENSG00000259637","DNM1P38",82531653,82534139,1,3,0
"15","ENSG00000246877","DNM1P35",75727670,75738623,1,3,0
"15","ENSG00000067221","STOML1",73978926,73994622,13,65,47
"15","ENSG00000259545","",49177610,49178741,1,2,0
"15","ENSG00000261714","",75415249,75416020,1,2,0
"15","ENSG00000257797","",42006132,42010117,1,3,0
"15","ENSG00000260483","",75022980,75023256,1,1,0
"15","ENSG00000259353","",58856831,58865063,1,2,0
"15","ENSG00000081014","AP4E1",50908672,51005895,7,101,64
"15","ENSG00000259459","LINC02568",63390136,63438320,3,20,0
"15","ENSG00000260288","",75737820,75763322,13,48,0
"15","ENSG00000285331","",56795460,56918499,4,18,0
"15","ENSG00000243403","",64592979,64593326,1,1,0
"15","ENSG00000287596","",53419865,53453487,1,2,0
"15","ENSG00000104043","ATP8B4",49858238,50182817,19,213,116
"15","ENSG00000261303","",78660644,78736684,5,34,0
"15","ENSG00000166963","MAP1A",43510958,43531620,2,13,10
"15","ENSG00000259293","LIPC-AS1",58434890,58498735,1,3,0
"15","ENSG00000129038","LOXL1",73925989,73952137,5,25,10
"15","ENSG00000274403","",42726583,42727211,1,1,0
"15","ENSG00000278408","",71547280,71549832,1,3,0
"15","ENSG00000259268","",63456294,63469356,1,3,0
"15","ENSG00000279033","",77484275,77485606,1,1,0
"15","ENSG00000103742","IGDCC4",65381484,65422947,6,43,20
"15","ENSG00000242747","",58869659,58870134,1,1,0
"15","ENSG00000278662","GOLGA6L10",82339993,82349475,4,32,30
"15","ENSG00000260870","NDUFB10P1",57325472,57326447,1,2,0
"15","ENSG00000280639","LINC02204",70570958,70586606,1,2,0
"15","ENSG00000140297","GCNT3",59594875,59640239,10,36,5
"15","ENSG00000247982","LINC00926",57300365,57307769,4,9,0
"15","ENSG00000261489","",57477484,57478329,1,2,0
"15","ENSG00000277790","",58456188,58456348,1,1,0
"15","ENSG00000117906","RCN2",76931738,76954393,6,31,24
"15","ENSG00000260152","",75114261,75114868,1,1,0
"15","ENSG00000259547","CYCSP2",41108878,41109178,1,1,0
"15","ENSG00000261820","DNM1P49",75791470,75792683,1,2,0
"15","ENSG00000285948","",32624106,32641615,1,5,0
"15","ENSG00000259622","",82010212,82010607,1,1,0
"15","ENSG00000259362","",77525540,77534110,1,2,0
"15","ENSG00000248540","",74125915,74129341,4,8,0
"15","ENSG00000259740","",47525169,47527756,1,2,0
"15","ENSG00000185088","RPS27L",63125872,63158021,8,27,19
"15","ENSG00000261821","",74365435,74371211,1,3,0
"15","ENSG00000285253","",56652488,56918571,1,24,16
"15","ENSG00000104142","VPS18",40894450,40903975,3,14,13
"15","ENSG00000259322","",78293286,78296049,1,2,0
"15","ENSG00000259200","",45705078,45931069,3,14,0
"15","ENSG00000259528","",73255334,73256109,1,2,0
"15","ENSG00000287494","",64878428,64882385,1,2,0
"15","ENSG00000259429","UBE2Q2P2",82355142,82420075,4,20,0
"15","ENSG00000140506","LMAN1L",74812716,74825757,10,64,35
"15","ENSG00000259593","MTND5P40",46341354,46341599,1,1,0
"15","ENSG00000138587","MNS1",56421544,56465137,3,16,10
"15","ENSG00000156958","GALK2",49155656,49367869,22,151,95
"15","ENSG00000080644","CHRNA3",78593052,78621295,8,31,20
"15","ENSG00000188549","CCDC9B",40331452,40340967,7,44,25
"15","ENSG00000066933","MYO9A",71822291,72118577,21,273,192
"15","ENSG00000278570","NR2E3",71792638,71818259,4,27,21
"15","ENSG00000259878","",62230384,62231895,1,4,0
"15","ENSG00000092529","CAPN3",42359498,42412949,59,550,355
"15","ENSG00000259423","",39167676,39180048,4,12,0
"15","ENSG00000241640","",59049399,59050385,1,2,0
"15","ENSG00000277741","GOLGA6L17P",82519590,82526412,2,13,0
"15","ENSG00000277229","",58454327,58454982,1,1,0
"15","ENSG00000261606","",74816223,74831795,2,20,0
"15","ENSG00000180979","LRRC57",42537820,42548802,6,28,18
"15","ENSG00000259195","",85770990,85771163,1,1,0
"15","ENSG00000256061","DNAAF4",55410525,55508234,7,52,40
"15","ENSG00000279421","",78599892,78600013,1,1,0
"15","ENSG00000287503","",76263197,76275387,1,2,0
"15","ENSG00000279409","",40258501,40260370,1,1,0
"15","ENSG00000259379","MTND5P32",58152606,58154407,1,1,0
"15","ENSG00000178761","FAM219B",74899992,74906883,19,89,49
"15","ENSG00000260409","",20729747,20756183,1,2,0
"15","ENSG00000137824","RMDN3",40735884,40755851,11,82,47
"15","ENSG00000279373","",78537681,78538946,1,1,0
"15","ENSG00000277482","",78299701,78299924,1,1,0
"15","ENSG00000278513","",58732188,58733149,1,2,0
"15","ENSG00000261543","",74152800,74179226,1,3,0
"15","ENSG00000279694","",78339208,78341757,1,1,0
"15","ENSG00000276651","",63500737,63503083,1,1,0
"15","ENSG00000276278","",84622015,84623237,1,1,0
"15","ENSG00000286457","",60634503,60640915,1,4,0
"15","ENSG00000182774","RPS17",82536750,82540459,9,33,17
"15","ENSG00000259738","ZNF444P1",58865006,58865303,1,1,0
"15","ENSG00000198794","SCAMP5",74957219,75021495,18,97,53
"15","ENSG00000213527","",79751689,79752049,1,1,0
"15","ENSG00000259285","",58065225,58071043,1,3,0
"15","ENSG00000259692","",81633426,82013579,7,31,0
"15","ENSG00000263155","MYZAP",57591904,57685364,4,36,35
"15","ENSG00000259248","USP3-AS1",63544247,63601589,15,54,0
"15","ENSG00000169684","CHRNA5",78565520,78595269,4,19,19
"15","ENSG00000140307","GTF2A2",59638062,59657541,10,39,21
"15","ENSG00000259378","DCAF13P3",50944663,50945996,1,1,0
"15","ENSG00000174498","IGDCC3",65327127,65378002,5,37,29
"15","ENSG00000259432","",39813223,39815429,1,3,0
"15","ENSG00000140395","WDR61",78277835,78299703,16,95,58
"15","ENSG00000275120","",84597809,84633988,2,9,0
"15","ENSG00000166426","CRABP1",78340353,78348225,3,9,7
"15","ENSG00000259722","",77204578,77205100,1,2,0
"15","ENSG00000259476","",58521311,58523371,1,2,0
"15","ENSG00000137831","UACA",70654554,70763558,14,135,96
"15","ENSG00000140365","COMMD4",75336020,75343224,25,119,64
"15","ENSG00000261232","",76472099,76472365,1,1,0
"15","ENSG00000259728","LINC00933",84570649,84580175,5,14,0
"15","ENSG00000183578","TNFAIP8L3",51056598,51105276,3,7,6
"15","ENSG00000259413","",78382573,78383155,1,1,0
"15","ENSG00000259227","",70602124,70602516,1,1,0
"15","ENSG00000140497","SCAMP2",74843730,74873365,12,74,43
"15","ENSG00000205502","C2CD4B",62163535,62165285,1,2,1
"15","ENSG00000261136","",39782571,39785617,1,1,0
"15","ENSG00000169371","SNUPN",75598083,75626469,11,68,52
"15","ENSG00000166415","WDR72",53513741,53762878,8,103,93
"15","ENSG00000259569","",88568287,88568562,1,1,0
"15","ENSG00000169752","NRG4",75935969,76059795,16,101,42
"15","ENSG00000166922","SCG5",32641676,32697098,9,40,22
"15","ENSG00000255769","GOLGA2P10",82472993,82513950,6,36,0
"15","ENSG00000265967","",64695041,64695594,1,1,0
"15","ENSG00000260685","",75950464,75951144,1,1,0
"15","ENSG00000274376","ADAMTS7P1",82298553,82334609,3,28,0
"15","ENSG00000285974","",82180743,82182700,1,2,0
"15","ENSG00000140374","ETFA",76215353,76311472,20,155,86
"15","ENSG00000287408","",79331591,79337277,1,2,0
"15","ENSG00000259481","",61181249,61195938,1,4,0
"15","ENSG00000169758","TMEM266",76059958,76229121,5,40,19
"15","ENSG00000274128","",83962176,83962583,1,1,0
"15","ENSG00000250007","",34755084,34813505,4,10,0
"15","ENSG00000259735","",59348648,59359889,1,2,0
"15","ENSG00000261265","",57527187,57529009,1,2,0
"15","ENSG00000260104","",75249232,75249407,1,1,0
"15","ENSG00000188467","SLC24A5",48120990,48142672,4,24,19
"15","ENSG00000140386","SCAPER",76347904,76905444,23,252,151
"15","ENSG00000259389","H3P38",39951375,39951708,1,1,0
"15","ENSG00000237550","",82372196,82372912,2,3,0
"15","ENSG00000188266","HYKK",78507564,78537372,6,27,20
"15","ENSG00000259302","",84505463,84505495,1,1,0
"15","ENSG00000259180","",55680385,55681463,1,2,0
"15","ENSG00000260206","",75636139,75639239,1,3,0
"15","ENSG00000258922","",92805770,92808567,1,2,0
"15","ENSG00000104129","DNAJC17",40765161,40807478,12,85,40
"15","ENSG00000255571","MIR9-3HG",89361579,89398487,53,299,0
"15","ENSG00000272418","",78280950,78282190,1,2,0
"15","ENSG00000259883","EHD4-AS1",41921417,41929286,1,4,0
"15","ENSG00000218052","ADAMTS7P4",85255369,85330334,6,26,0
"15","ENSG00000259543","",81427448,81755217,1,4,0
"15","ENSG00000260361","",92779757,92781492,1,1,0
"15","ENSG00000258010","",80433795,80445152,2,5,0
"15","ENSG00000260103","",74478070,74490286,2,4,0
"15","ENSG00000259651","MTCO3P23",58150275,58150563,1,1,0
"15","ENSG00000140455","USP3",63504511,63594640,21,188,115
"15","ENSG00000259530","",61598514,61605241,1,2,0
"15","ENSG00000136379","ABHD17C",80679684,80755621,5,16,8
"15","ENSG00000277245","",56447120,56447697,1,1,0
"15","ENSG00000128881","TTBK2",42738730,42920809,8,75,63
"15","ENSG00000166557","TMED3",79311112,79427432,5,15,12
"15","ENSG00000271236","SUMO2P15",40760597,40760874,1,1,0
"15","ENSG00000261478","",89508961,89510416,1,1,0
"15","ENSG00000259732","",59121034,59133250,1,2,0
"15","ENSG00000269951","",77067654,77068325,1,1,0
"15","ENSG00000197978","GOLGA6L9",82430018,82439153,3,17,9
"15","ENSG00000287508","",60642054,60659791,1,4,0
"15","ENSG00000259635","",64701248,64719602,1,2,0
"15","ENSG00000259240","MIR4713HG",51037488,51293912,1,3,0
"15","ENSG00000271317","IGHD4OR15-4A",20004797,20004815,1,1,1
"15","ENSG00000287391","",87638688,87668488,1,4,0
"15","ENSG00000225625","",56846340,56846605,1,1,0
"15","ENSG00000259482","RORA-AS2",60681564,60687248,3,7,0
"15","ENSG00000271195","",61674767,61675212,1,1,0
"15","ENSG00000259361","LINC00927",80263068,80341805,6,15,0
"15","ENSG00000275343","",56908312,56908635,1,1,0
"15","ENSG00000271983","",80693216,80693707,1,1,0
"15","ENSG00000103888","CEMIP",80779343,80951776,6,98,90
"15","ENSG00000166073","GPR176",39799008,39920266,5,19,10
"15","ENSG00000197627","UBE2Q2P12",84491480,84500599,1,2,0
