"gene_id","pathway_id","gene_name","pathway_name"
7124,"hsa05145","TNF","Toxoplasmosis"
596,"hsa05145","BCL2","Toxoplasmosis"
598,"hsa05145","BCL2L1","Toxoplasmosis"
329,"hsa05145","BIRC2","Toxoplasmosis"
330,"hsa05145","BIRC3","Toxoplasmosis"
331,"hsa05145","XIAP","Toxoplasmosis"
79444,"hsa05145","BIRC7","Toxoplasmosis"
23643,"hsa05145","LY96","Toxoplasmosis"
7099,"hsa05145","TLR4","Toxoplasmosis"
3312,"hsa05145","HSPA8","Toxoplasmosis"
3303,"hsa05145","HSPA1A","Toxoplasmosis"
3306,"hsa05145","HSPA2","Toxoplasmosis"
3305,"hsa05145","HSPA1L","Toxoplasmosis"
3304,"hsa05145","HSPA1B","Toxoplasmosis"
3310,"hsa05145","HSPA6","Toxoplasmosis"
7097,"hsa05145","TLR2","Toxoplasmosis"
284217,"hsa05145","LAMA1","Toxoplasmosis"
3908,"hsa05145","LAMA2","Toxoplasmosis"
3909,"hsa05145","LAMA3","Toxoplasmosis"
3911,"hsa05145","LAMA5","Toxoplasmosis"
3910,"hsa05145","LAMA4","Toxoplasmosis"
3912,"hsa05145","LAMB1","Toxoplasmosis"
3913,"hsa05145","LAMB2","Toxoplasmosis"
3914,"hsa05145","LAMB3","Toxoplasmosis"
22798,"hsa05145","LAMB4","Toxoplasmosis"
3915,"hsa05145","LAMC1","Toxoplasmosis"
3918,"hsa05145","LAMC2","Toxoplasmosis"
10319,"hsa05145","LAMC3","Toxoplasmosis"
3655,"hsa05145","ITGA6","Toxoplasmosis"
3688,"hsa05145","ITGB1","Toxoplasmosis"
3949,"hsa05145","LDLR","Toxoplasmosis"
7132,"hsa05145","TNFRSF1A","Toxoplasmosis"
841,"hsa05145","CASP8","Toxoplasmosis"
836,"hsa05145","CASP3","Toxoplasmosis"
54205,"hsa05145","CYCS","Toxoplasmosis"
842,"hsa05145","CASP9","Toxoplasmosis"
2770,"hsa05145","GNAI1","Toxoplasmosis"
2773,"hsa05145","GNAI3","Toxoplasmosis"
2771,"hsa05145","GNAI2","Toxoplasmosis"
2775,"hsa05145","GNAO1","Toxoplasmosis"
5294,"hsa05145","PIK3CG","Toxoplasmosis"
23533,"hsa05145","PIK3R5","Toxoplasmosis"
146850,"hsa05145","PIK3R6","Toxoplasmosis"
5170,"hsa05145","PDPK1","Toxoplasmosis"
207,"hsa05145","AKT1","Toxoplasmosis"
208,"hsa05145","AKT2","Toxoplasmosis"
10000,"hsa05145","AKT3","Toxoplasmosis"
572,"hsa05145","BAD","Toxoplasmosis"
959,"hsa05145","CD40LG","Toxoplasmosis"
958,"hsa05145","CD40","Toxoplasmosis"
10105,"hsa05145","PPIF","Toxoplasmosis"
1234,"hsa05145","CCR5","Toxoplasmosis"
240,"hsa05145","ALOX5","Toxoplasmosis"
3586,"hsa05145","IL10","Toxoplasmosis"
3587,"hsa05145","IL10RA","Toxoplasmosis"
3588,"hsa05145","IL10RB","Toxoplasmosis"
7297,"hsa05145","TYK2","Toxoplasmosis"
6774,"hsa05145","STAT3","Toxoplasmosis"
7040,"hsa05145","TGFB1","Toxoplasmosis"
7042,"hsa05145","TGFB2","Toxoplasmosis"
7043,"hsa05145","TGFB3","Toxoplasmosis"
7097,"hsa05140","TLR2","Leishmaniasis"
7099,"hsa05140","TLR4","Leishmaniasis"
4615,"hsa05140","MYD88","Leishmaniasis"
3654,"hsa05140","IRAK1","Leishmaniasis"
51135,"hsa05140","IRAK4","Leishmaniasis"
7189,"hsa05140","TRAF6","Leishmaniasis"
6885,"hsa05140","MAP3K7","Leishmaniasis"
10454,"hsa05140","TAB1","Leishmaniasis"
23118,"hsa05140","TAB2","Leishmaniasis"
4793,"hsa05140","NFKBIB","Leishmaniasis"
4792,"hsa05140","NFKBIA","Leishmaniasis"
4790,"hsa05140","NFKB1","Leishmaniasis"
5970,"hsa05140","RELA","Leishmaniasis"
3552,"hsa05140","IL1A","Leishmaniasis"
3553,"hsa05140","IL1B","Leishmaniasis"
3592,"hsa05140","IL12A","Leishmaniasis"
3593,"hsa05140","IL12B","Leishmaniasis"
7124,"hsa05140","TNF","Leishmaniasis"
3565,"hsa05140","IL4","Leishmaniasis"
4843,"hsa05140","NOS2","Leishmaniasis"
3586,"hsa05140","IL10","Leishmaniasis"
7040,"hsa05140","TGFB1","Leishmaniasis"
7042,"hsa05140","TGFB2","Leishmaniasis"
7043,"hsa05140","TGFB3","Leishmaniasis"
718,"hsa05140","C3","Leishmaniasis"
1378,"hsa05140","CR1","Leishmaniasis"
1379,"hsa05140","CR1L","Leishmaniasis"
3684,"hsa05140","ITGAM","Leishmaniasis"
3689,"hsa05140","ITGB2","Leishmaniasis"
102723407,"hsa05140","IGH","Leishmaniasis"
2209,"hsa05140","FCGR1A","Leishmaniasis"
2212,"hsa05140","FCGR2A","Leishmaniasis"
9103,"hsa05140","FCGR2C","Leishmaniasis"
2214,"hsa05140","FCGR3A","Leishmaniasis"
2215,"hsa05140","FCGR3B","Leishmaniasis"
3676,"hsa05140","ITGA4","Leishmaniasis"
3688,"hsa05140","ITGB1","Leishmaniasis"
5743,"hsa05140","PTGS2","Leishmaniasis"
5579,"hsa05140","PRKCB","Leishmaniasis"
653361,"hsa05140","NCF1","Leishmaniasis"
4688,"hsa05140","NCF2","Leishmaniasis"
4689,"hsa05140","NCF4","Leishmaniasis"
1536,"hsa05140","CYBB","Leishmaniasis"
1535,"hsa05140","CYBA","Leishmaniasis"
5594,"hsa05140","MAPK1","Leishmaniasis"
5595,"hsa05140","MAPK3","Leishmaniasis"
2002,"hsa05140","ELK1","Leishmaniasis"
2353,"hsa05140","FOS","Leishmaniasis"
3725,"hsa05140","JUN","Leishmaniasis"
5600,"hsa05140","MAPK11","Leishmaniasis"
6300,"hsa05140","MAPK12","Leishmaniasis"
5603,"hsa05140","MAPK13","Leishmaniasis"
1432,"hsa05140","MAPK14","Leishmaniasis"
3458,"hsa05140","IFNG","Leishmaniasis"
3459,"hsa05140","IFNGR1","Leishmaniasis"
3460,"hsa05140","IFNGR2","Leishmaniasis"
3716,"hsa05140","JAK1","Leishmaniasis"
3717,"hsa05140","JAK2","Leishmaniasis"
6772,"hsa05140","STAT1","Leishmaniasis"
3108,"hsa05140","HLA-DMA","Leishmaniasis"
3109,"hsa05140","HLA-DMB","Leishmaniasis"
3111,"hsa05140","HLA-DOA","Leishmaniasis"
3112,"hsa05140","HLA-DOB","Leishmaniasis"
3113,"hsa05140","HLA-DPA1","Leishmaniasis"
3115,"hsa05140","HLA-DPB1","Leishmaniasis"
3117,"hsa05140","HLA-DQA1","Leishmaniasis"
3118,"hsa05140","HLA-DQA2","Leishmaniasis"
3119,"hsa05140","HLA-DQB1","Leishmaniasis"
3122,"hsa05140","HLA-DRA","Leishmaniasis"
3123,"hsa05140","HLA-DRB1","Leishmaniasis"
3125,"hsa05140","HLA-DRB3","Leishmaniasis"
3126,"hsa05140","HLA-DRB4","Leishmaniasis"
3127,"hsa05140","HLA-DRB5","Leishmaniasis"
65108,"hsa05140","MARCKSL1","Leishmaniasis"
1915,"hsa05140","EEF1A1","Leishmaniasis"
1917,"hsa05140","EEF1A2","Leishmaniasis"
5777,"hsa05140","PTPN6","Leishmaniasis"
7099,"hsa05142","TLR4","Chagas disease"
148022,"hsa05142","TICAM1","Chagas disease"
7097,"hsa05142","TLR2","Chagas disease"
10333,"hsa05142","TLR6","Chagas disease"
54106,"hsa05142","TLR9","Chagas disease"
4615,"hsa05142","MYD88","Chagas disease"
3654,"hsa05142","IRAK1","Chagas disease"
51135,"hsa05142","IRAK4","Chagas disease"
7189,"hsa05142","TRAF6","Chagas disease"
6416,"hsa05142","MAP2K4","Chagas disease"
5599,"hsa05142","MAPK8","Chagas disease"
5602,"hsa05142","MAPK10","Chagas disease"
5601,"hsa05142","MAPK9","Chagas disease"
5594,"hsa05142","MAPK1","Chagas disease"
5595,"hsa05142","MAPK3","Chagas disease"
5600,"hsa05142","MAPK11","Chagas disease"
6300,"hsa05142","MAPK12","Chagas disease"
5603,"hsa05142","MAPK13","Chagas disease"
1432,"hsa05142","MAPK14","Chagas disease"
2353,"hsa05142","FOS","Chagas disease"
3725,"hsa05142","JUN","Chagas disease"
8517,"hsa05142","IKBKG","Chagas disease"
1147,"hsa05142","CHUK","Chagas disease"
3551,"hsa05142","IKBKB","Chagas disease"
4792,"hsa05142","NFKBIA","Chagas disease"
4790,"hsa05142","NFKB1","Chagas disease"
5970,"hsa05142","RELA","Chagas disease"
3456,"hsa05142","IFNB1","Chagas disease"
6352,"hsa05142","CCL5","Chagas disease"
6347,"hsa05142","CCL2","Chagas disease"
7124,"hsa05142","TNF","Chagas disease"
3592,"hsa05142","IL12A","Chagas disease"
3593,"hsa05142","IL12B","Chagas disease"
3569,"hsa05142","IL6","Chagas disease"
3576,"hsa05142","CXCL8","Chagas disease"
6348,"hsa05142","CCL3","Chagas disease"
6349,"hsa05142","CCL3L1","Chagas disease"
414062,"hsa05142","CCL3L3","Chagas disease"
3553,"hsa05142","IL1B","Chagas disease"
5519,"hsa05142","PPP2R1B","Chagas disease"
5518,"hsa05142","PPP2R1A","Chagas disease"
5520,"hsa05142","PPP2R2A","Chagas disease"
5521,"hsa05142","PPP2R2B","Chagas disease"
5522,"hsa05142","PPP2R2C","Chagas disease"
55844,"hsa05142","PPP2R2D","Chagas disease"
5515,"hsa05142","PPP2CA","Chagas disease"
5516,"hsa05142","PPP2CB","Chagas disease"
3458,"hsa05142","IFNG","Chagas disease"
3459,"hsa05142","IFNGR1","Chagas disease"
3460,"hsa05142","IFNGR2","Chagas disease"
7132,"hsa05142","TNFRSF1A","Chagas disease"
4843,"hsa05142","NOS2","Chagas disease"
718,"hsa05142","C3","Chagas disease"
811,"hsa05142","CALR","Chagas disease"
712,"hsa05142","C1QA","Chagas disease"
713,"hsa05142","C1QB","Chagas disease"
714,"hsa05142","C1QC","Chagas disease"
3586,"hsa05142","IL10","Chagas disease"
7040,"hsa05142","TGFB1","Chagas disease"
7042,"hsa05142","TGFB2","Chagas disease"
7043,"hsa05142","TGFB3","Chagas disease"
1636,"hsa05142","ACE","Chagas disease"
3827,"hsa05142","KNG1","Chagas disease"
624,"hsa05142","BDKRB2","Chagas disease"
2776,"hsa05142","GNAQ","Chagas disease"
2767,"hsa05142","GNA11","Chagas disease"
9630,"hsa05142","GNA14","Chagas disease"
2769,"hsa05142","GNA15","Chagas disease"
23236,"hsa05142","PLCB1","Chagas disease"
5330,"hsa05142","PLCB2","Chagas disease"
5331,"hsa05142","PLCB3","Chagas disease"
5332,"hsa05142","PLCB4","Chagas disease"
2770,"hsa05142","GNAI1","Chagas disease"
2773,"hsa05142","GNAI3","Chagas disease"
2771,"hsa05142","GNAI2","Chagas disease"
2775,"hsa05142","GNAO1","Chagas disease"
2778,"hsa05142","GNAS","Chagas disease"
2774,"hsa05142","GNAL","Chagas disease"
107,"hsa05142","ADCY1","Chagas disease"
5295,"hsa05142","PIK3R1","Chagas disease"
5296,"hsa05142","PIK3R2","Chagas disease"
8503,"hsa05142","PIK3R3","Chagas disease"
5290,"hsa05142","PIK3CA","Chagas disease"
5293,"hsa05142","PIK3CD","Chagas disease"
5291,"hsa05142","PIK3CB","Chagas disease"
207,"hsa05142","AKT1","Chagas disease"
208,"hsa05142","AKT2","Chagas disease"
10000,"hsa05142","AKT3","Chagas disease"
7048,"hsa05142","TGFBR2","Chagas disease"
7046,"hsa05142","TGFBR1","Chagas disease"
4087,"hsa05142","SMAD2","Chagas disease"
5054,"hsa05142","SERPINE1","Chagas disease"
356,"hsa05142","FASLG","Chagas disease"
355,"hsa05142","FAS","Chagas disease"
8772,"hsa05142","FADD","Chagas disease"
841,"hsa05142","CASP8","Chagas disease"
8837,"hsa05142","CFLAR","Chagas disease"
915,"hsa05142","CD3D","Chagas disease"
916,"hsa05142","CD3E","Chagas disease"
917,"hsa05142","CD3G","Chagas disease"
919,"hsa05142","CD247","Chagas disease"
3558,"hsa05142","IL2","Chagas disease"
102723407,"hsa05143","IGH","African trypanosomiasis"
54106,"hsa05143","TLR9","African trypanosomiasis"
4615,"hsa05143","MYD88","African trypanosomiasis"
7064,"hsa05143","THOP1","African trypanosomiasis"
3827,"hsa05143","KNG1","African trypanosomiasis"
4878,"hsa05143","NPPA","African trypanosomiasis"
335,"hsa05143","APOA1","African trypanosomiasis"
8542,"hsa05143","APOL1","African trypanosomiasis"
3250,"hsa05143","HPR","African trypanosomiasis"
3039,"hsa05143","HBA1","African trypanosomiasis"
3040,"hsa05143","HBA2","African trypanosomiasis"
3043,"hsa05143","HBB","African trypanosomiasis"
3586,"hsa05143","IL10","African trypanosomiasis"
3592,"hsa05143","IL12A","African trypanosomiasis"
3593,"hsa05143","IL12B","African trypanosomiasis"
3606,"hsa05143","IL18","African trypanosomiasis"
3458,"hsa05143","IFNG","African trypanosomiasis"
7124,"hsa05143","TNF","African trypanosomiasis"
3553,"hsa05143","IL1B","African trypanosomiasis"
3569,"hsa05143","IL6","African trypanosomiasis"
356,"hsa05143","FASLG","African trypanosomiasis"
355,"hsa05143","FAS","African trypanosomiasis"
7412,"hsa05143","VCAM1","African trypanosomiasis"
6401,"hsa05143","SELE","African trypanosomiasis"
3383,"hsa05143","ICAM1","African trypanosomiasis"
3910,"hsa05143","LAMA4","African trypanosomiasis"
3620,"hsa05143","IDO1","African trypanosomiasis"
169355,"hsa05143","IDO2","African trypanosomiasis"
2150,"hsa05143","F2RL1","African trypanosomiasis"
2776,"hsa05143","GNAQ","African trypanosomiasis"
23236,"hsa05143","PLCB1","African trypanosomiasis"
5330,"hsa05143","PLCB2","African trypanosomiasis"
5331,"hsa05143","PLCB3","African trypanosomiasis"
5332,"hsa05143","PLCB4","African trypanosomiasis"
5578,"hsa05143","PRKCA","African trypanosomiasis"
5579,"hsa05143","PRKCB","African trypanosomiasis"
5582,"hsa05143","PRKCG","African trypanosomiasis"
3108,"hsa05310","HLA-DMA","Asthma"
3109,"hsa05310","HLA-DMB","Asthma"
3111,"hsa05310","HLA-DOA","Asthma"
3112,"hsa05310","HLA-DOB","Asthma"
3113,"hsa05310","HLA-DPA1","Asthma"
3115,"hsa05310","HLA-DPB1","Asthma"
3117,"hsa05310","HLA-DQA1","Asthma"
3118,"hsa05310","HLA-DQA2","Asthma"
3119,"hsa05310","HLA-DQB1","Asthma"
3122,"hsa05310","HLA-DRA","Asthma"
3123,"hsa05310","HLA-DRB1","Asthma"
3125,"hsa05310","HLA-DRB3","Asthma"
3126,"hsa05310","HLA-DRB4","Asthma"
3127,"hsa05310","HLA-DRB5","Asthma"
3565,"hsa05310","IL4","Asthma"
959,"hsa05310","CD40LG","Asthma"
958,"hsa05310","CD40","Asthma"
102723407,"hsa05310","IGH","Asthma"
2205,"hsa05310","FCER1A","Asthma"
2206,"hsa05310","MS4A2","Asthma"
2207,"hsa05310","FCER1G","Asthma"
3578,"hsa05310","IL9","Asthma"
3586,"hsa05310","IL10","Asthma"
3596,"hsa05310","IL13","Asthma"
3567,"hsa05310","IL5","Asthma"
6356,"hsa05310","CCL11","Asthma"
7124,"hsa05310","TNF","Asthma"
3562,"hsa05310","IL3","Asthma"
5553,"hsa05310","PRG2","Asthma"
6037,"hsa05310","RNASE3","Asthma"
8288,"hsa05310","EPX","Asthma"
712,"hsa05322","C1QA","Systemic lupus erythematosus"
713,"hsa05322","C1QB","Systemic lupus erythematosus"
714,"hsa05322","C1QC","Systemic lupus erythematosus"
717,"hsa05322","C2","Systemic lupus erythematosus"
720,"hsa05322","C4A","Systemic lupus erythematosus"
721,"hsa05322","C4B","Systemic lupus erythematosus"
3014,"hsa05322","H2AX","Systemic lupus erythematosus"
8338,"hsa05322","H2AC20","Systemic lupus erythematosus"
85235,"hsa05322","H2AC12","Systemic lupus erythematosus"
221613,"hsa05322","H2AC1","Systemic lupus erythematosus"
92815,"hsa05322","H2AW","Systemic lupus erythematosus"
83740,"hsa05322","H2AB3","Systemic lupus erythematosus"
3012,"hsa05322","H2AC8","Systemic lupus erythematosus"
8335,"hsa05322","H2AC4","Systemic lupus erythematosus"
55506,"hsa05322","MACROH2A2","Systemic lupus erythematosus"
9555,"hsa05322","MACROH2A1","Systemic lupus erythematosus"
723790,"hsa05322","H2AC19","Systemic lupus erythematosus"
55766,"hsa05322","H2AJ","Systemic lupus erythematosus"
474382,"hsa05322","H2AB1","Systemic lupus erythematosus"
8336,"hsa05322","H2AC17","Systemic lupus erythematosus"
8337,"hsa05322","H2AC18","Systemic lupus erythematosus"
8969,"hsa05322","H2AC11","Systemic lupus erythematosus"
317772,"hsa05322","H2AC21","Systemic lupus erythematosus"
94239,"hsa05322","H2AZ2","Systemic lupus erythematosus"
3013,"hsa05322","H2AC7","Systemic lupus erythematosus"
3015,"hsa05322","H2AZ1","Systemic lupus erythematosus"
8330,"hsa05322","H2AC15","Systemic lupus erythematosus"
8334,"hsa05322","H2AC6","Systemic lupus erythematosus"
8329,"hsa05322","H2AC13","Systemic lupus erythematosus"
8331,"hsa05322","H2AC14","Systemic lupus erythematosus"
8332,"hsa05322","H2AC16","Systemic lupus erythematosus"
474381,"hsa05322","H2AB2","Systemic lupus erythematosus"
8341,"hsa05322","H2BC15","Systemic lupus erythematosus"
8345,"hsa05322","H2BC9","Systemic lupus erythematosus"
8342,"hsa05322","H2BC14","Systemic lupus erythematosus"
158983,"hsa05322","H2BW1","Systemic lupus erythematosus"
255626,"hsa05322","H2BC1","Systemic lupus erythematosus"
440689,"hsa05322","H2BC18","Systemic lupus erythematosus"
8348,"hsa05322","H2BC17","Systemic lupus erythematosus"
3018,"hsa05322","H2BC3","Systemic lupus erythematosus"
8339,"hsa05322","H2BC8","Systemic lupus erythematosus"
8340,"hsa05322","H2BC13","Systemic lupus erythematosus"
8347,"hsa05322","H2BC4","Systemic lupus erythematosus"
3017,"hsa05322","H2BC5","Systemic lupus erythematosus"
8344,"hsa05322","H2BC6","Systemic lupus erythematosus"
8346,"hsa05322","H2BC10","Systemic lupus erythematosus"
8349,"hsa05322","H2BC21","Systemic lupus erythematosus"
8970,"hsa05322","H2BC11","Systemic lupus erythematosus"
85236,"hsa05322","H2BC12","Systemic lupus erythematosus"
128312,"hsa05322","H2BU1","Systemic lupus erythematosus"
8343,"hsa05322","H2BC7","Systemic lupus erythematosus"
286436,"hsa05322","H2BW2","Systemic lupus erythematosus"
102724334,"hsa05322","histone H2B type F-S-like","Systemic lupus erythematosus"
114483833,"hsa05322","H2BE1","Systemic lupus erythematosus"
54145,"hsa05322","H2BS1","Systemic lupus erythematosus"
440093,"hsa05322","H3-5","Systemic lupus erythematosus"
3021,"hsa05322","H3-3B","Systemic lupus erythematosus"
8351,"hsa05322","H3C4","Systemic lupus erythematosus"
8352,"hsa05322","H3C3","Systemic lupus erythematosus"
8350,"hsa05322","H3C1","Systemic lupus erythematosus"
3020,"hsa05322","H3-3A","Systemic lupus erythematosus"
8290,"hsa05322","H3-4","Systemic lupus erythematosus"
126961,"hsa05322","H3C14","Systemic lupus erythematosus"
333932,"hsa05322","H3C15","Systemic lupus erythematosus"
653604,"hsa05322","H3C13","Systemic lupus erythematosus"
8353,"hsa05322","H3C6","Systemic lupus erythematosus"
8354,"hsa05322","H3C11","Systemic lupus erythematosus"
8355,"hsa05322","H3C8","Systemic lupus erythematosus"
8356,"hsa05322","H3C12","Systemic lupus erythematosus"
8357,"hsa05322","H3C10","Systemic lupus erythematosus"
8358,"hsa05322","H3C2","Systemic lupus erythematosus"
8968,"hsa05322","H3C7","Systemic lupus erythematosus"
121504,"hsa05322","H4-16","Systemic lupus erythematosus"
554313,"hsa05322","H4C15","Systemic lupus erythematosus"
8294,"hsa05322","H4C9","Systemic lupus erythematosus"
8360,"hsa05322","H4C4","Systemic lupus erythematosus"
8361,"hsa05322","H4C6","Systemic lupus erythematosus"
8362,"hsa05322","H4C12","Systemic lupus erythematosus"
8363,"hsa05322","H4C11","Systemic lupus erythematosus"
8364,"hsa05322","H4C3","Systemic lupus erythematosus"
8365,"hsa05322","H4C8","Systemic lupus erythematosus"
8366,"hsa05322","H4C2","Systemic lupus erythematosus"
8367,"hsa05322","H4C5","Systemic lupus erythematosus"
8368,"hsa05322","H4C13","Systemic lupus erythematosus"
8370,"hsa05322","H4C14","Systemic lupus erythematosus"
8359,"hsa05322","H4C1","Systemic lupus erythematosus"
8369,"hsa05322","H4C7","Systemic lupus erythematosus"
6628,"hsa05322","SNRPB","Systemic lupus erythematosus"
6632,"hsa05322","SNRPD1","Systemic lupus erythematosus"
6634,"hsa05322","SNRPD3","Systemic lupus erythematosus"
2903,"hsa05322","GRIN2A","Systemic lupus erythematosus"
2904,"hsa05322","GRIN2B","Systemic lupus erythematosus"
6737,"hsa05322","TRIM21","Systemic lupus erythematosus"
6738,"hsa05322","RO60","Systemic lupus erythematosus"
6741,"hsa05322","SSB","Systemic lupus erythematosus"
87,"hsa05322","ACTN1","Systemic lupus erythematosus"
81,"hsa05322","ACTN4","Systemic lupus erythematosus"
3108,"hsa05322","HLA-DMA","Systemic lupus erythematosus"
3109,"hsa05322","HLA-DMB","Systemic lupus erythematosus"
3111,"hsa05322","HLA-DOA","Systemic lupus erythematosus"
3112,"hsa05322","HLA-DOB","Systemic lupus erythematosus"
3113,"hsa05322","HLA-DPA1","Systemic lupus erythematosus"
3115,"hsa05322","HLA-DPB1","Systemic lupus erythematosus"
3117,"hsa05322","HLA-DQA1","Systemic lupus erythematosus"
3118,"hsa05322","HLA-DQA2","Systemic lupus erythematosus"
3119,"hsa05322","HLA-DQB1","Systemic lupus erythematosus"
3122,"hsa05322","HLA-DRA","Systemic lupus erythematosus"
3123,"hsa05322","HLA-DRB1","Systemic lupus erythematosus"
3125,"hsa05322","HLA-DRB3","Systemic lupus erythematosus"
3126,"hsa05322","HLA-DRB4","Systemic lupus erythematosus"
3127,"hsa05322","HLA-DRB5","Systemic lupus erythematosus"
941,"hsa05322","CD80","Systemic lupus erythematosus"
942,"hsa05322","CD86","Systemic lupus erythematosus"
940,"hsa05322","CD28","Systemic lupus erythematosus"
959,"hsa05322","CD40LG","Systemic lupus erythematosus"
958,"hsa05322","CD40","Systemic lupus erythematosus"
7124,"hsa05322","TNF","Systemic lupus erythematosus"
3458,"hsa05322","IFNG","Systemic lupus erythematosus"
3586,"hsa05322","IL10","Systemic lupus erythematosus"
102723407,"hsa05322","IGH","Systemic lupus erythematosus"
715,"hsa05322","C1R","Systemic lupus erythematosus"
716,"hsa05322","C1S","Systemic lupus erythematosus"
718,"hsa05322","C3","Systemic lupus erythematosus"
727,"hsa05322","C5","Systemic lupus erythematosus"
729,"hsa05322","C6","Systemic lupus erythematosus"
730,"hsa05322","C7","Systemic lupus erythematosus"
731,"hsa05322","C8A","Systemic lupus erythematosus"
732,"hsa05322","C8B","Systemic lupus erythematosus"
733,"hsa05322","C8G","Systemic lupus erythematosus"
735,"hsa05322","C9","Systemic lupus erythematosus"
1511,"hsa05322","CTSG","Systemic lupus erythematosus"
1991,"hsa05322","ELANE","Systemic lupus erythematosus"
2209,"hsa05322","FCGR1A","Systemic lupus erythematosus"
2212,"hsa05322","FCGR2A","Systemic lupus erythematosus"
2214,"hsa05322","FCGR3A","Systemic lupus erythematosus"
2215,"hsa05322","FCGR3B","Systemic lupus erythematosus"
941,"hsa05323","CD80","Rheumatoid arthritis"
942,"hsa05323","CD86","Rheumatoid arthritis"
940,"hsa05323","CD28","Rheumatoid arthritis"
1493,"hsa05323","CTLA4","Rheumatoid arthritis"
3108,"hsa05323","HLA-DMA","Rheumatoid arthritis"
3109,"hsa05323","HLA-DMB","Rheumatoid arthritis"
3111,"hsa05323","HLA-DOA","Rheumatoid arthritis"
3112,"hsa05323","HLA-DOB","Rheumatoid arthritis"
3113,"hsa05323","HLA-DPA1","Rheumatoid arthritis"
3115,"hsa05323","HLA-DPB1","Rheumatoid arthritis"
3117,"hsa05323","HLA-DQA1","Rheumatoid arthritis"
3118,"hsa05323","HLA-DQA2","Rheumatoid arthritis"
3119,"hsa05323","HLA-DQB1","Rheumatoid arthritis"
3122,"hsa05323","HLA-DRA","Rheumatoid arthritis"
3123,"hsa05323","HLA-DRB1","Rheumatoid arthritis"
3125,"hsa05323","HLA-DRB3","Rheumatoid arthritis"
3126,"hsa05323","HLA-DRB4","Rheumatoid arthritis"
3127,"hsa05323","HLA-DRB5","Rheumatoid arthritis"
3683,"hsa05323","ITGAL","Rheumatoid arthritis"
3689,"hsa05323","ITGB2","Rheumatoid arthritis"
3383,"hsa05323","ICAM1","Rheumatoid arthritis"
3600,"hsa05323","IL15","Rheumatoid arthritis"
8741,"hsa05323","TNFSF13","Rheumatoid arthritis"
10673,"hsa05323","TNFSF13B","Rheumatoid arthritis"
102723407,"hsa05323","IGH","Rheumatoid arthritis"
4050,"hsa05323","LTB","Rheumatoid arthritis"
7124,"hsa05323","TNF","Rheumatoid arthritis"
3552,"hsa05323","IL1A","Rheumatoid arthritis"
3553,"hsa05323","IL1B","Rheumatoid arthritis"
3569,"hsa05323","IL6","Rheumatoid arthritis"
3589,"hsa05323","IL11","Rheumatoid arthritis"
3606,"hsa05323","IL18","Rheumatoid arthritis"
7097,"hsa05323","TLR2","Rheumatoid arthritis"
7099,"hsa05323","TLR4","Rheumatoid arthritis"
3725,"hsa05323","JUN","Rheumatoid arthritis"
2353,"hsa05323","FOS","Rheumatoid arthritis"
7040,"hsa05323","TGFB1","Rheumatoid arthritis"
7042,"hsa05323","TGFB2","Rheumatoid arthritis"
7043,"hsa05323","TGFB3","Rheumatoid arthritis"
51561,"hsa05323","IL23A","Rheumatoid arthritis"
3605,"hsa05323","IL17A","Rheumatoid arthritis"
5741,"hsa05323","PTH","Rheumatoid arthritis"
1435,"hsa05323","CSF1","Rheumatoid arthritis"
8600,"hsa05323","TNFSF11","Rheumatoid arthritis"
8792,"hsa05323","TNFRSF11A","Rheumatoid arthritis"
523,"hsa05323","ATP6V1A","Rheumatoid arthritis"
525,"hsa05323","ATP6V1B1","Rheumatoid arthritis"
526,"hsa05323","ATP6V1B2","Rheumatoid arthritis"
245973,"hsa05323","ATP6V1C2","Rheumatoid arthritis"
528,"hsa05323","ATP6V1C1","Rheumatoid arthritis"
51382,"hsa05323","ATP6V1D","Rheumatoid arthritis"
90423,"hsa05323","ATP6V1E2","Rheumatoid arthritis"
529,"hsa05323","ATP6V1E1","Rheumatoid arthritis"
9296,"hsa05323","ATP6V1F","Rheumatoid arthritis"
9550,"hsa05323","ATP6V1G1","Rheumatoid arthritis"
127124,"hsa05323","ATP6V1G3","Rheumatoid arthritis"
534,"hsa05323","ATP6V1G2","Rheumatoid arthritis"
8992,"hsa05323","ATP6V0E1","Rheumatoid arthritis"
155066,"hsa05323","ATP6V0E2","Rheumatoid arthritis"
10312,"hsa05323","TCIRG1","Rheumatoid arthritis"
23545,"hsa05323","ATP6V0A2","Rheumatoid arthritis"
50617,"hsa05323","ATP6V0A4","Rheumatoid arthritis"
535,"hsa05323","ATP6V0A1","Rheumatoid arthritis"
9114,"hsa05323","ATP6V0D1","Rheumatoid arthritis"
245972,"hsa05323","ATP6V0D2","Rheumatoid arthritis"
51606,"hsa05323","ATP6V1H","Rheumatoid arthritis"
537,"hsa05323","ATP6AP1","Rheumatoid arthritis"
527,"hsa05323","ATP6V0C","Rheumatoid arthritis"
533,"hsa05323","ATP6V0B","Rheumatoid arthritis"
1513,"hsa05323","CTSK","Rheumatoid arthritis"
54,"hsa05323","ACP5","Rheumatoid arthritis"
4312,"hsa05323","MMP1","Rheumatoid arthritis"
4314,"hsa05323","MMP3","Rheumatoid arthritis"
1514,"hsa05323","CTSL","Rheumatoid arthritis"
1437,"hsa05323","CSF2","Rheumatoid arthritis"
